district,leg_assembly,booth_no,polling_station_name,eng_file_name,mal_file_name
1.KASARAGOD,1.MANJESHWAR,041,Bakrabayal A U P S Pathur         ( Northern Side),kerala_pdfs/eng_01_001_041.pdf,kerala_pdfs/mal_01_001_041.pdf
1.KASARAGOD,1.MANJESHWAR,042,Bakrabayal A U P S Pathur  (Southern Side),kerala_pdfs/eng_01_001_042.pdf,kerala_pdfs/mal_01_001_042.pdf
1.KASARAGOD,1.MANJESHWAR,043,Sree Vanivijaya A U P School Kodlamogaru      (Main Building),kerala_pdfs/eng_01_001_043.pdf,kerala_pdfs/mal_01_001_043.pdf
1.KASARAGOD,1.MANJESHWAR,044,Sree Vanivijaya A U P School Kodlamogaru      (New Building),kerala_pdfs/eng_01_001_044.pdf,kerala_pdfs/mal_01_001_044.pdf
1.KASARAGOD,1.MANJESHWAR,045,Sree Vanivijaya High School Kodlamogaru      (Southern  Side),kerala_pdfs/eng_01_001_045.pdf,kerala_pdfs/mal_01_001_045.pdf
1.KASARAGOD,1.MANJESHWAR,046,Sree Vanivijaya High School Kodlamogaru      (Northern  Side),kerala_pdfs/eng_01_001_046.pdf,kerala_pdfs/mal_01_001_046.pdf
1.KASARAGOD,1.MANJESHWAR,047,"A U P School,  Anakkal",kerala_pdfs/eng_01_001_047.pdf,kerala_pdfs/mal_01_001_047.pdf
1.KASARAGOD,1.MANJESHWAR,048,"Govt.  U P School,Kadambar (Western Side New Building)",kerala_pdfs/eng_01_001_048.pdf,kerala_pdfs/mal_01_001_048.pdf
1.KASARAGOD,1.MANJESHWAR,049,"Govt.  U P School,Kadambar (NewBuilding)",kerala_pdfs/eng_01_001_049.pdf,kerala_pdfs/mal_01_001_049.pdf
1.KASARAGOD,1.MANJESHWAR,050,"Govt. U P School, Moodambayal (Eastern Side)",kerala_pdfs/eng_01_001_050.pdf,kerala_pdfs/mal_01_001_050.pdf
1.KASARAGOD,1.MANJESHWAR,051,"Govt. U P School, Moodambayal (Western Building Eastern Side)",kerala_pdfs/eng_01_001_051.pdf,kerala_pdfs/mal_01_001_051.pdf
1.KASARAGOD,1.MANJESHWAR,052,"Govt. U P School, Moodambayal (New Building Western  Side)",kerala_pdfs/eng_01_001_052.pdf,kerala_pdfs/mal_01_001_052.pdf
1.KASARAGOD,1.MANJESHWAR,053,"Govt.  L P School, Kuloor (Eastern  Side)",kerala_pdfs/eng_01_001_053.pdf,kerala_pdfs/mal_01_001_053.pdf
1.KASARAGOD,1.MANJESHWAR,054,"Govt.  L P School, Kuloor (Western  Side)",kerala_pdfs/eng_01_001_054.pdf,kerala_pdfs/mal_01_001_054.pdf
1.KASARAGOD,1.MANJESHWAR,055,St. Mary English Medium School Sunkadakatte Eastern Building,kerala_pdfs/eng_01_001_055.pdf,kerala_pdfs/mal_01_001_055.pdf
1.KASARAGOD,1.MANJESHWAR,056,St. Mary English Medium School Sunkadakatte Western Building,kerala_pdfs/eng_01_001_056.pdf,kerala_pdfs/mal_01_001_056.pdf
1.KASARAGOD,1.MANJESHWAR,057,"Sree Shankara Narayana A L P School, Koliyoor  (Southern   Side)",kerala_pdfs/eng_01_001_057.pdf,kerala_pdfs/mal_01_001_057.pdf
1.KASARAGOD,1.MANJESHWAR,058,Anganwady Building Dharmanagar,kerala_pdfs/eng_01_001_058.pdf,kerala_pdfs/mal_01_001_058.pdf
1.KASARAGOD,1.MANJESHWAR,059,Govt. L P School Thalakala,kerala_pdfs/eng_01_001_059.pdf,kerala_pdfs/mal_01_001_059.pdf
1.KASARAGOD,1.MANJESHWAR,060,Vidyavardhaka A U P School Meeyapadavu   (Eastern  Side),kerala_pdfs/eng_01_001_060.pdf,kerala_pdfs/mal_01_001_060.pdf
1.KASARAGOD,1.MANJESHWAR,061,Vidyavardhaka A U P School Meeyapadavu  (South Block).,kerala_pdfs/eng_01_001_061.pdf,kerala_pdfs/mal_01_001_061.pdf
1.KASARAGOD,1.MANJESHWAR,062,Vidyavardhaka A U P School Meeyapadavu   (Western  Side),kerala_pdfs/eng_01_001_062.pdf,kerala_pdfs/mal_01_001_062.pdf
1.KASARAGOD,1.MANJESHWAR,063,"Vanitha Jagruthi Samithi Office, Miyapadavu",kerala_pdfs/eng_01_001_063.pdf,kerala_pdfs/mal_01_001_063.pdf
1.KASARAGOD,1.MANJESHWAR,064,Vanivilasa A U P School Thottethody   (Eastern  Side).,kerala_pdfs/eng_01_001_064.pdf,kerala_pdfs/mal_01_001_064.pdf
1.KASARAGOD,1.MANJESHWAR,065,Anganwady Building Navodaya Nagar Attegoli,kerala_pdfs/eng_01_001_065.pdf,kerala_pdfs/mal_01_001_065.pdf
1.KASARAGOD,1.MANJESHWAR,066,Govt L P School Musody,kerala_pdfs/eng_01_001_066.pdf,kerala_pdfs/mal_01_001_066.pdf
1.KASARAGOD,1.MANJESHWAR,067,Govt. L P School Musody ( New Building),kerala_pdfs/eng_01_001_067.pdf,kerala_pdfs/mal_01_001_067.pdf
1.KASARAGOD,1.MANJESHWAR,068,Govt. High School Uppala (Northern  Side Building),kerala_pdfs/eng_01_001_068.pdf,kerala_pdfs/mal_01_001_068.pdf
1.KASARAGOD,1.MANJESHWAR,069,Govt High School Uppala    (Southern  Side Building),kerala_pdfs/eng_01_001_069.pdf,kerala_pdfs/mal_01_001_069.pdf
1.KASARAGOD,1.MANJESHWAR,070,Govt. High School Uppala    (Eastern  Side Building),kerala_pdfs/eng_01_001_070.pdf,kerala_pdfs/mal_01_001_070.pdf
1.KASARAGOD,1.MANJESHWAR,071,"Govt L P School Mulinja,    (Western  Side Building).",kerala_pdfs/eng_01_001_071.pdf,kerala_pdfs/mal_01_001_071.pdf
1.KASARAGOD,1.MANJESHWAR,072,Govt L P School Mulinja  (Eastern  Side Building).,kerala_pdfs/eng_01_001_072.pdf,kerala_pdfs/mal_01_001_072.pdf
1.KASARAGOD,1.MANJESHWAR,073,Navodaya A L P S Kodibayal,kerala_pdfs/eng_01_001_073.pdf,kerala_pdfs/mal_01_001_073.pdf
1.KASARAGOD,1.MANJESHWAR,074,Navodaya A L P S Kodibail (Western Portion),kerala_pdfs/eng_01_001_074.pdf,kerala_pdfs/mal_01_001_074.pdf
1.KASARAGOD,1.MANJESHWAR,075,"Ahale Sunath Hanafi Jamiah Masjid Building, Hanafi Bazar, Uppala (Old Hindustani GLPS Uppala)",kerala_pdfs/eng_01_001_075.pdf,kerala_pdfs/mal_01_001_075.pdf
1.KASARAGOD,1.MANJESHWAR,076,"Sree Sharada Bovies A U P School, Aila  (Eastern  Side)",kerala_pdfs/eng_01_001_076.pdf,kerala_pdfs/mal_01_001_076.pdf
1.KASARAGOD,1.MANJESHWAR,077,"Sree Sharada Bovies A U P School, Aila   (Western  Side)",kerala_pdfs/eng_01_001_077.pdf,kerala_pdfs/mal_01_001_077.pdf
1.KASARAGOD,1.MANJESHWAR,078,Govt Hindustani U P School Kurchippalla    (Eastern  Side),kerala_pdfs/eng_01_001_078.pdf,kerala_pdfs/mal_01_001_078.pdf
1.KASARAGOD,1.MANJESHWAR,079,Govt Hindustani U P School Kurchippalla    (Western  Side),kerala_pdfs/eng_01_001_079.pdf,kerala_pdfs/mal_01_001_079.pdf
1.KASARAGOD,1.MANJESHWAR,080,Govt Hindustani U P School Kurchippalla    (Southern building eastern portion),kerala_pdfs/eng_01_001_080.pdf,kerala_pdfs/mal_01_001_080.pdf
1.KASARAGOD,1.MANJESHWAR,081,Govt. High School Bekkur (New Building),kerala_pdfs/eng_01_001_081.pdf,kerala_pdfs/mal_01_001_081.pdf
1.KASARAGOD,1.MANJESHWAR,082,Govt. High School Bekkur (Main Building),kerala_pdfs/eng_01_001_082.pdf,kerala_pdfs/mal_01_001_082.pdf
1.KASARAGOD,1.MANJESHWAR,083,Ayyur Jama at ul Islamiya A U P School Uppala (Main Building),kerala_pdfs/eng_01_001_083.pdf,kerala_pdfs/mal_01_001_083.pdf
1.KASARAGOD,1.MANJESHWAR,084,G H S S Mangalpady Aila Maidan +2 Block,kerala_pdfs/eng_01_001_084.pdf,kerala_pdfs/mal_01_001_084.pdf
1.KASARAGOD,1.MANJESHWAR,085,Sreerama A U P S  Kubanoor,kerala_pdfs/eng_01_001_085.pdf,kerala_pdfs/mal_01_001_085.pdf
1.KASARAGOD,1.MANJESHWAR,086,Govt Welfare L P School Mangalpady  (Eastern  Side),kerala_pdfs/eng_01_001_086.pdf,kerala_pdfs/mal_01_001_086.pdf
1.KASARAGOD,1.MANJESHWAR,087,Govt Welfare L P School Mangalpady   (Western  Side).,kerala_pdfs/eng_01_001_087.pdf,kerala_pdfs/mal_01_001_087.pdf
1.KASARAGOD,1.MANJESHWAR,088,Govt High School Mangalpady  (Northern  Building Southern  Side),kerala_pdfs/eng_01_001_088.pdf,kerala_pdfs/mal_01_001_088.pdf
1.KASARAGOD,1.MANJESHWAR,089,Govt High School Mangalpady  (Southern Building  Northern portion),kerala_pdfs/eng_01_001_089.pdf,kerala_pdfs/mal_01_001_089.pdf
1.KASARAGOD,1.MANJESHWAR,090,"G B L P School, Mangalpady (Western Building)",kerala_pdfs/eng_01_001_090.pdf,kerala_pdfs/mal_01_001_090.pdf
1.KASARAGOD,1.MANJESHWAR,091,Govt High School Mangalpady   (Southern  Building Eastern  Side),kerala_pdfs/eng_01_001_091.pdf,kerala_pdfs/mal_01_001_091.pdf
1.KASARAGOD,1.MANJESHWAR,092,A L P School Ichilamgod General,kerala_pdfs/eng_01_001_092.pdf,kerala_pdfs/mal_01_001_092.pdf
1.KASARAGOD,1.MANJESHWAR,093,"Govt. High School, Heroor New   (Northern  New Building, Eastern  Side )",kerala_pdfs/eng_01_001_093.pdf,kerala_pdfs/mal_01_001_093.pdf
1.KASARAGOD,1.MANJESHWAR,094,"Govt. High School, Heroor New   (Northern  New Building, Western  Side )",kerala_pdfs/eng_01_001_094.pdf,kerala_pdfs/mal_01_001_094.pdf
1.KASARAGOD,1.MANJESHWAR,095,Islamiya A L P School Ichilamgod,kerala_pdfs/eng_01_001_095.pdf,kerala_pdfs/mal_01_001_095.pdf
1.KASARAGOD,1.MANJESHWAR,096,"MGLC , Shiriya (New Building)",kerala_pdfs/eng_01_001_096.pdf,kerala_pdfs/mal_01_001_096.pdf
1.KASARAGOD,1.MANJESHWAR,097,Govt High School Shiriya (Western  Side),kerala_pdfs/eng_01_001_097.pdf,kerala_pdfs/mal_01_001_097.pdf
1.KASARAGOD,1.MANJESHWAR,098,Govt High School Shiriya (Western  Side),kerala_pdfs/eng_01_001_098.pdf,kerala_pdfs/mal_01_001_098.pdf
1.KASARAGOD,1.MANJESHWAR,099,Govt. High School Shiriya (Northern Side Building ),kerala_pdfs/eng_01_001_099.pdf,kerala_pdfs/mal_01_001_099.pdf
1.KASARAGOD,1.MANJESHWAR,100,"A U P School Kurudapadavu (Eastern Side Building, Eastern Side)",kerala_pdfs/eng_01_001_100.pdf,kerala_pdfs/mal_01_001_100.pdf
1.KASARAGOD,1.MANJESHWAR,101,"A U P School Kurudapadavu (Eastern Side Building, Western Side)",kerala_pdfs/eng_01_001_101.pdf,kerala_pdfs/mal_01_001_101.pdf
1.KASARAGOD,1.MANJESHWAR,102,Govt High School Paivalike  (Western  Side Building),kerala_pdfs/eng_01_001_102.pdf,kerala_pdfs/mal_01_001_102.pdf
1.KASARAGOD,1.MANJESHWAR,103,"Govt High School Paivalike   (Eastern  Side Building, Northern  Side)",kerala_pdfs/eng_01_001_103.pdf,kerala_pdfs/mal_01_001_103.pdf
1.KASARAGOD,1.MANJESHWAR,104,Govt High School Paivalike   (Southern  Building),kerala_pdfs/eng_01_001_104.pdf,kerala_pdfs/mal_01_001_104.pdf
1.KASARAGOD,1.MANJESHWAR,105,Govt Higher Secondary School Paivalike Nagar   (Northern  Side ),kerala_pdfs/eng_01_001_105.pdf,kerala_pdfs/mal_01_001_105.pdf
1.KASARAGOD,1.MANJESHWAR,106,Govt Higher Secondary School Paivalike Nagar   (Southern  Side ),kerala_pdfs/eng_01_001_106.pdf,kerala_pdfs/mal_01_001_106.pdf
1.KASARAGOD,1.MANJESHWAR,107,Govt Higher Secondary School Paivalike Nagar   (Eastern Side ),kerala_pdfs/eng_01_001_107.pdf,kerala_pdfs/mal_01_001_107.pdf
1.KASARAGOD,1.MANJESHWAR,108,"Attegoli A L P School , Kayyar (New Buildng)",kerala_pdfs/eng_01_001_108.pdf,kerala_pdfs/mal_01_001_108.pdf
1.KASARAGOD,1.MANJESHWAR,109,"Sree Ramakrishna A L P School, Kayyar",kerala_pdfs/eng_01_001_109.pdf,kerala_pdfs/mal_01_001_109.pdf
1.KASARAGOD,1.MANJESHWAR,110,"Don Bosko A U P School, Kayyar",kerala_pdfs/eng_01_001_110.pdf,kerala_pdfs/mal_01_001_110.pdf
1.KASARAGOD,1.MANJESHWAR,111,"Don Bosko A U P School, Kayyar (North Portion New Building)",kerala_pdfs/eng_01_001_111.pdf,kerala_pdfs/mal_01_001_111.pdf
1.KASARAGOD,1.MANJESHWAR,112,Sree Sharada A L P School Chevar,kerala_pdfs/eng_01_001_112.pdf,kerala_pdfs/mal_01_001_112.pdf
1.KASARAGOD,1.MANJESHWAR,113,Badoor Permude Parameshwari A L P School Permude (New Building),kerala_pdfs/eng_01_001_113.pdf,kerala_pdfs/mal_01_001_113.pdf
1.KASARAGOD,1.MANJESHWAR,114,Badoor Permude Parameshwari A L P School Permude (Western Portion),kerala_pdfs/eng_01_001_114.pdf,kerala_pdfs/mal_01_001_114.pdf
1.KASARAGOD,1.MANJESHWAR,115,"A L P School , Kudalmarkala",kerala_pdfs/eng_01_001_115.pdf,kerala_pdfs/mal_01_001_115.pdf
1.KASARAGOD,1.MANJESHWAR,116,A U  P School Bayar Heddary,kerala_pdfs/eng_01_001_116.pdf,kerala_pdfs/mal_01_001_116.pdf
1.KASARAGOD,1.MANJESHWAR,117,Avala A L P School Bayar,kerala_pdfs/eng_01_001_117.pdf,kerala_pdfs/mal_01_001_117.pdf
1.KASARAGOD,1.MANJESHWAR,118,A L P School Peruvody,kerala_pdfs/eng_01_001_118.pdf,kerala_pdfs/mal_01_001_118.pdf
1.KASARAGOD,1.MANJESHWAR,119,Vidyaranya A L P School Beripadavu,kerala_pdfs/eng_01_001_119.pdf,kerala_pdfs/mal_01_001_119.pdf
1.KASARAGOD,1.MANJESHWAR,120,Sree Panchalingashwara A L P School Bayar,kerala_pdfs/eng_01_001_120.pdf,kerala_pdfs/mal_01_001_120.pdf
1.KASARAGOD,1.MANJESHWAR,121,Sree Durga Parameshwari A U P School Sajankila,kerala_pdfs/eng_01_001_121.pdf,kerala_pdfs/mal_01_001_121.pdf
1.KASARAGOD,1.MANJESHWAR,122,Sree Durga Parameshwari A U P School Sajankila (Western Side Building),kerala_pdfs/eng_01_001_122.pdf,kerala_pdfs/mal_01_001_122.pdf
1.KASARAGOD,1.MANJESHWAR,123,Sree Sharada A L P School Kaniyala,kerala_pdfs/eng_01_001_123.pdf,kerala_pdfs/mal_01_001_123.pdf
1.KASARAGOD,1.MANJESHWAR,124,Govt. Basic Lower Primary School Bambrana (Old Building),kerala_pdfs/eng_01_001_124.pdf,kerala_pdfs/mal_01_001_124.pdf
1.KASARAGOD,1.MANJESHWAR,125,Govt. Basic Lower Primary School Bambrana (New Building),kerala_pdfs/eng_01_001_125.pdf,kerala_pdfs/mal_01_001_125.pdf
1.KASARAGOD,1.MANJESHWAR,126,Govt. Basic Lower Primary School Bambrana (Old  Building Middle Portion),kerala_pdfs/eng_01_001_126.pdf,kerala_pdfs/mal_01_001_126.pdf
1.KASARAGOD,1.MANJESHWAR,127,Govt. Basic Lower Primary School Ujarulvar,kerala_pdfs/eng_01_001_127.pdf,kerala_pdfs/mal_01_001_127.pdf
1.KASARAGOD,1.MANJESHWAR,128,Govt. Basic Lower Primary School Ujarulvar (Southern Portion),kerala_pdfs/eng_01_001_128.pdf,kerala_pdfs/mal_01_001_128.pdf
1.KASARAGOD,1.MANJESHWAR,129,Govt. Fisharies Lower Primary School Kumbala,kerala_pdfs/eng_01_001_129.pdf,kerala_pdfs/mal_01_001_129.pdf
1.KASARAGOD,1.MANJESHWAR,130,Govt. Basic Lower Primary School Arikady   (Main Building Northern  Side),kerala_pdfs/eng_01_001_130.pdf,kerala_pdfs/mal_01_001_130.pdf
1.KASARAGOD,1.MANJESHWAR,131,Govt. Basic Lower Primary School Arikady   (Main Building Southern  Side),kerala_pdfs/eng_01_001_131.pdf,kerala_pdfs/mal_01_001_131.pdf
1.KASARAGOD,1.MANJESHWAR,132,Govt. Basic Lower Primary School Arikady   (Wetern Building ),kerala_pdfs/eng_01_001_132.pdf,kerala_pdfs/mal_01_001_132.pdf
1.KASARAGOD,1.MANJESHWAR,133,Aided Senior Basic School Ichilamapady   (Eastern  Side  Building),kerala_pdfs/eng_01_001_133.pdf,kerala_pdfs/mal_01_001_133.pdf
1.KASARAGOD,1.MANJESHWAR,134,Aided Senior Basic School Ichilamapady   (Western  Side  Building),kerala_pdfs/eng_01_001_134.pdf,kerala_pdfs/mal_01_001_134.pdf
1.KASARAGOD,1.MANJESHWAR,135,Aided Senior Basic School Ichilamapady   (Eastern portion of Northern  Building),kerala_pdfs/eng_01_001_135.pdf,kerala_pdfs/mal_01_001_135.pdf
1.KASARAGOD,1.MANJESHWAR,136,"Govt. Higher Secondary School Kumbala (Northern Side Building, Western Side)",kerala_pdfs/eng_01_001_136.pdf,kerala_pdfs/mal_01_001_136.pdf
1.KASARAGOD,1.MANJESHWAR,137,Govt. Higher Secondary School Kumbla     (New South Side West End Building),kerala_pdfs/eng_01_001_137.pdf,kerala_pdfs/mal_01_001_137.pdf
1.KASARAGOD,1.MANJESHWAR,138,Govt. Higher Secondary School Kumbla     (Southern Side of Eastern Building),kerala_pdfs/eng_01_001_138.pdf,kerala_pdfs/mal_01_001_138.pdf
1.KASARAGOD,1.MANJESHWAR,139,Govt. Senior Basic School Kumbala     Northern  Side RCC Building),kerala_pdfs/eng_01_001_139.pdf,kerala_pdfs/mal_01_001_139.pdf
1.KASARAGOD,1.MANJESHWAR,140,Govt. Senior Basic School Kumbala     (Southern  Side Center Building),kerala_pdfs/eng_01_001_140.pdf,kerala_pdfs/mal_01_001_140.pdf
1.KASARAGOD,1.MANJESHWAR,141,Govt. Senior Basic School Kumbala     (Western  Side Building),kerala_pdfs/eng_01_001_141.pdf,kerala_pdfs/mal_01_001_141.pdf
1.KASARAGOD,1.MANJESHWAR,142,Govt. Senior Basic School Kumbla     (Western  portion of Southern Building),kerala_pdfs/eng_01_001_142.pdf,kerala_pdfs/mal_01_001_142.pdf
1.KASARAGOD,1.MANJESHWAR,143,"Holy Family Aided Senior Basic School, Kumbala western side RCC building",kerala_pdfs/eng_01_001_143.pdf,kerala_pdfs/mal_01_001_143.pdf
1.KASARAGOD,1.MANJESHWAR,144,"Holy Family Aided Senior Basic School, Kumbla ( Southern portion  of Western  building )",kerala_pdfs/eng_01_001_144.pdf,kerala_pdfs/mal_01_001_144.pdf
1.KASARAGOD,1.MANJESHWAR,145,"Govt. Upper Primary  School Kodiyamme,  (South west RCC  Building)",kerala_pdfs/eng_01_001_145.pdf,kerala_pdfs/mal_01_001_145.pdf
1.KASARAGOD,1.MANJESHWAR,146,Govt. Upper Primary  School Kodiyamme  (West side Building),kerala_pdfs/eng_01_001_146.pdf,kerala_pdfs/mal_01_001_146.pdf
1.KASARAGOD,1.MANJESHWAR,147,Govt. Upper Primary School Kodiyamme ( East Building),kerala_pdfs/eng_01_001_147.pdf,kerala_pdfs/mal_01_001_147.pdf
1.KASARAGOD,1.MANJESHWAR,148,A L P School Narayanamangalam  New RCC building,kerala_pdfs/eng_01_001_148.pdf,kerala_pdfs/mal_01_001_148.pdf
1.KASARAGOD,1.MANJESHWAR,149,A L P School Narayanamangalam  (Northern  Side),kerala_pdfs/eng_01_001_149.pdf,kerala_pdfs/mal_01_001_149.pdf
1.KASARAGOD,1.MANJESHWAR,150,M.G.L.C. Muliyadka Main Building,kerala_pdfs/eng_01_001_150.pdf,kerala_pdfs/mal_01_001_150.pdf
