year,language,poll_station_no,file_name
2015,Gujarati,04,daman_2015/guj_004.pdf
2015,Gujarati,05,daman_2015/guj_005.pdf
2015,Gujarati,06,daman_2015/guj_006.pdf
2015,Gujarati,07,daman_2015/guj_007.pdf
2015,Gujarati,08,daman_2015/guj_008.pdf
2015,Gujarati,09,daman_2015/guj_009.pdf
2015,Gujarati,10,daman_2015/guj_010.pdf
2015,Gujarati,11,daman_2015/guj_011.pdf
2015,Gujarati,12,daman_2015/guj_012.pdf
2015,Gujarati,13,daman_2015/guj_013.pdf
2015,Gujarati,14,daman_2015/guj_014.pdf
2015,Gujarati,15,daman_2015/guj_015.pdf
2015,Gujarati,16,daman_2015/guj_016.pdf
2015,Gujarati,17,daman_2015/guj_017.pdf
2015,Gujarati,18,daman_2015/guj_018.pdf
2015,Gujarati,19,daman_2015/guj_019.pdf
2015,Gujarati,20,daman_2015/guj_020.pdf
2015,Gujarati,21,daman_2015/guj_021.pdf
2015,Gujarati,22,daman_2015/guj_022.pdf
2015,Gujarati,23,daman_2015/guj_023.pdf
2015,Gujarati,24,daman_2015/guj_024.pdf
2015,Gujarati,25,daman_2015/guj_025.pdf
2015,Gujarati,26,daman_2015/guj_026.pdf
2015,Gujarati,27,daman_2015/guj_027.pdf
2015,Gujarati,28,daman_2015/guj_028.pdf
2015,Gujarati,29,daman_2015/guj_029.pdf
2015,Gujarati,30,daman_2015/guj_030.pdf
2015,Gujarati,31,daman_2015/guj_031.pdf
2015,Gujarati,32,daman_2015/guj_032.pdf
2015,Gujarati,33,daman_2015/guj_033.pdf
2015,Gujarati,34,daman_2015/guj_034.pdf
2015,Gujarati,35,daman_2015/guj_035.pdf
2015,Gujarati,36,daman_2015/guj_036.pdf
2015,Gujarati,37,daman_2015/guj_037.pdf
2015,Gujarati,38,daman_2015/guj_038.pdf
2015,Gujarati,39,daman_2015/guj_039.pdf
2015,Gujarati,40,daman_2015/guj_040.pdf
2015,Gujarati,41,daman_2015/guj_041.pdf
2015,Gujarati,42,daman_2015/guj_042.pdf
2015,Gujarati,43,daman_2015/guj_043.pdf
2015,Gujarati,44,daman_2015/guj_044.pdf
2015,Gujarati,45,daman_2015/guj_045.pdf
2015,Gujarati,46,daman_2015/guj_046.pdf
2015,Gujarati,47,daman_2015/guj_047.pdf
2015,Gujarati,48,daman_2015/guj_048.pdf
2015,Gujarati,49,daman_2015/guj_049.pdf
2015,Gujarati,50,daman_2015/guj_050.pdf
2015,Gujarati,51,daman_2015/guj_051.pdf
2015,Gujarati,52,daman_2015/guj_052.pdf
2015,Gujarati,53,daman_2015/guj_053.pdf
2015,Gujarati,54,daman_2015/guj_054.pdf
2015,Gujarati,55,daman_2015/guj_055.pdf
2015,Gujarati,56,daman_2015/guj_056.pdf
2015,Gujarati,57,daman_2015/guj_057.pdf
2015,Gujarati,58,daman_2015/guj_058.pdf
2015,Gujarati,59,daman_2015/guj_059.pdf
2015,Gujarati,60,daman_2015/guj_060.pdf
2015,Gujarati,61,daman_2015/guj_061.pdf
2015,Gujarati,62,daman_2015/guj_062.pdf
2015,Gujarati,63,daman_2015/guj_063.pdf
2015,Gujarati,64,daman_2015/guj_064.pdf
2015,Gujarati,65,daman_2015/guj_065.pdf
2015,Gujarati,66,daman_2015/guj_066.pdf
2015,Gujarati,67,daman_2015/guj_067.pdf
2015,Gujarati,68,daman_2015/guj_068.pdf
2015,Gujarati,69,daman_2015/guj_069.pdf
2015,Gujarati,70,daman_2015/guj_070.pdf
2015,Gujarati,71,daman_2015/guj_071.pdf
2015,Gujarati,72,daman_2015/guj_072.pdf
2015,Gujarati,73,daman_2015/guj_073.pdf
2015,Gujarati,74,daman_2015/guj_074.pdf
2015,Gujarati,75,daman_2015/guj_075.pdf
2015,Gujarati,76,daman_2015/guj_076.pdf
2015,Gujarati,77,daman_2015/guj_077.pdf
2015,Gujarati,78,daman_2015/guj_078.pdf
2015,Gujarati,79,daman_2015/guj_079.pdf
2015,Gujarati,80,daman_2015/guj_080.pdf
2015,Gujarati,81,daman_2015/guj_081.pdf
2015,Gujarati,82,daman_2015/guj_082.pdf
2015,Gujarati,83,daman_2015/guj_083.pdf
2015,Gujarati,84,daman_2015/guj_084.pdf
2015,Gujarati,85,daman_2015/guj_085.pdf
2015,Gujarati,86,daman_2015/guj_086.pdf
2015,Gujarati,87,daman_2015/guj_087.pdf
2015,Gujarati,88,daman_2015/guj_088.pdf
2015,Gujarati,89,daman_2015/guj_089.pdf
2015,Gujarati,90,daman_2015/guj_090.pdf
2015,Gujarati,91,daman_2015/guj_091.pdf
2015,Gujarati,92,daman_2015/guj_092.pdf
2015,Gujarati,93,daman_2015/guj_093.pdf
2015,Gujarati,94,daman_2015/guj_094.pdf
2015,Gujarati,95,daman_2015/guj_095.pdf
2015,Gujarati,96,daman_2015/guj_096.pdf
2015,Gujarati,97,daman_2015/guj_097.pdf
2015,Gujarati,98,daman_2015/guj_098.pdf
2015,Gujarati,99,daman_2015/guj_099.pdf
2015,Gujarati,100,daman_2015/guj_100.pdf
2015,Gujarati,101,daman_2015/guj_101.pdf
2015,Gujarati,102,daman_2015/guj_102.pdf
2015,Gujarati,103,daman_2015/guj_103.pdf
2015,Gujarati,104,daman_2015/guj_104.pdf
2015,Gujarati,105,daman_2015/guj_105.pdf
2015,Gujarati,106,daman_2015/guj_106.pdf
2015,Gujarati,107,daman_2015/guj_107.pdf
2015,Gujarati,108,daman_2015/guj_108.pdf
2015,Gujarati,109,daman_2015/guj_109.pdf
2015,Gujarati,110,daman_2015/guj_110.pdf
2015,Gujarati,111,daman_2015/guj_111.pdf
2015,Gujarati,112,daman_2015/guj_112.pdf
2015,Gujarati,113,daman_2015/guj_113.pdf
2015,Gujarati,114,daman_2015/guj_114.pdf
2015,Gujarati,115,daman_2015/guj_115.pdf
2015,Gujarati,116,daman_2015/guj_116.pdf
2015,Gujarati,117,daman_2015/guj_117.pdf
2015,Gujarati,118,daman_2015/guj_118.pdf
2015,Gujarati,119,daman_2015/guj_119.pdf
2015,Gujarati,120,daman_2015/guj_120.pdf
2015,Gujarati,121,daman_2015/guj_121.pdf
2015,Gujarati,122,daman_2015/guj_122.pdf
2015,Gujarati,123,daman_2015/guj_123.pdf
2015,Gujarati,124,daman_2015/guj_124.pdf
2015,Gujarati,125,daman_2015/guj_125.pdf
2015,Gujarati,126,daman_2015/guj_126.pdf
2015,Gujarati,127,daman_2015/guj_127.pdf
2015,Gujarati,128,daman_2015/guj_128.pdf
2015,Gujarati,129,daman_2015/guj_129.pdf
2015,Gujarati,130,daman_2015/guj_130.pdf
2015,Gujarati,131,daman_2015/guj_131.pdf
2015,Gujarati,132,daman_2015/guj_132.pdf
2015,Gujarati,133,daman_2015/guj_133.pdf
2015,Gujarati,134,daman_2015/guj_134.pdf
